rank,year,forecast_horizon,country_name,iso3,j,k,description_short,forecasted_value,latest_historical_demand,latest_alg_export_v,predicted_growth_abs,predicted_growth_pct,global_demand_rank,rca,market_penetration,low_market_penetration_score,forecast_opportunity_score,model_used,is_hydrocarbon,forecast_scope,reason_or_interpretation
869,2024,1,Thailand,THA,764,740311,"Copper: refined, unwrought, cathodes and sections of cathode",2645511.1353073656,2949503.323,0.0,-303992.1876926343,-10.306555185821512,0.9937456125179316,,0.0,1.0,0.3857765814057084,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
870,2024,1,United Kingdom,GBR,826,850440,Electrical static converters,2816489.3000933416,2531497.717,0.0,284991.58309334144,11.257825009262746,0.9952852583993788,0.0010363946534344,0.0,1.0,0.3856985129926764,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
871,2026,3,Viet Nam,VNM,704,854231,"Electronic integrated circuits: processors and controllers, ",14353092.276858006,17777799.858,0.0,-3424707.5811419934,-19.26395621784929,0.998941917367816,0.0014564602011438,0.0,1.0,0.38566744800519087,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
872,2024,1,Switzerland,CHE,757,740311,"Copper: refined, unwrought, cathodes and sections of cathode",1435076.6754481532,1546759.395,0.0,-111682.71955184684,-7.220432596877606,0.9937456125179316,,0.0,1.0,0.38565283384515747,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
873,2026,3,Viet Nam,VNM,704,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,16107304.906290133,20944427.313,0.0,-4837122.406709865,-23.09503303395415,0.998557005897454,0.0001545718456304,0.0,1.0,0.3856471227371511,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
874,2026,3,Germany,DEU,276,392690,Plastics: other articles n.e.c. in chapter 39,6752605.161010037,6835037.707,0.288,-82432.5459899623,-1.20602913288306,0.9931682453123888,0.0054971907152963,4.213583192160727e-08,0.9999999578641681,0.3855911878632553,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
875,2024,1,China,CHN,156,901890,"Medical, surgical or dental instruments and appliances: n.e.",5018792.168663882,4779873.748,0.0,238918.42066388205,4.998425340498806,0.9923984223716652,0.0022967341751617,0.0,1.0,0.3854135657050741,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
876,2025,2,Belgium,BEL,56,870829,"Vehicles: parts and accessories, of bodies, other than safet",3033185.3394181933,2762823.146,0.0,270362.19341819314,9.785722036157908,0.9939380682531124,0.0026689262778106,0.0,1.0,0.3853516705450756,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
877,2024,1,Belgium,BEL,56,870332,Vehicles: compression-ignition internal combustion piston en,2972028.1603460205,2672653.094,0.0,299375.06634602044,11.201418808078966,0.9916285994309416,0.0006749819510078,0.0,1.0,0.38530542507891546,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
878,2025,2,Rep. of Korea,KOR,410,901380,"Optical devices, appliances and instruments: n.e.c. in headi",258188.95854285144,242674.753,0.0,15514.205542851443,6.393003537064049,0.8755777911168537,,0.0,1.0,0.38527454052085286,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
879,2024,1,Mexico,MEX,484,901890,"Medical, surgical or dental instruments and appliances: n.e.",2977152.8444346315,2704154.872,0.0,272997.97243463155,10.09550064093487,0.9923984223716652,0.0022967341751617,0.0,1.0,0.3849667301951881,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
880,2025,2,Viet Nam,VNM,704,260111,Iron ores and concentrates: non-agglomerated,1515168.9415962575,1425886.116,0.0,89282.82559625758,6.261567778408579,0.9970173600160068,0.0152378736537231,0.0,1.0,0.3843546687586949,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
881,2024,1,Rep. of Korea,KOR,410,854232,Electronic integrated circuits: memories,10035020.077366358,14435245.019,0.0,-4400224.941633642,-30.48250955104652,0.9972098157511878,,0.0,1.0,0.38428788470976644,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
882,2024,1,Germany,DEU,276,260111,Iron ores and concentrates: non-agglomerated,1867772.0851144288,1775468.035,0.0,92304.05011442886,5.198857331972685,0.9970173600160068,0.0152378736537231,0.0,1.0,0.384030727316673,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
883,2026,3,France,FRA,251,392690,Plastics: other articles n.e.c. in chapter 39,3618005.8138548727,3408266.778,118.655,209739.0358548728,6.15383271077006,0.9931682453123888,0.0054971907152963,3.481388275293044e-05,0.999965186117247,0.38387904350000723,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
